SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 106, 1, 1, 10.2129845391781, Rx, 
1, 128, 1, 1, 10.2826783726247, Rx, 
1, 129, 1, 1, 12.5735497791052, Accidental, 
1, 139, 1, 1, 12.4306325561954, Rx, 
1, 145, 1, 1, 10.7471523182047, Rx, 
1, 146, 1, 1, 10.1675489573228, Rx, 
1, 147, 1, 1, 10.0262142810752, Rx, 
1, 152, 1, 1, 12.2988759110138, Rx, 
1, 153, 1, 1, 16.9069284348508, Rx, 
1, 154, 1, 1, 15.3567061887539, Rx, 
1, 155, 1, 1, 13.4498933676688, Rx, 
1, 156, 1, 1, 16.8198940605679, Rx, 
1, 160, 1, 1, 15.3502338501755, Rx, 
1, 161, 1, 1, 15.6476562347741, Rx, 
1, 162, 1, 1, 16.3593286153989, Rx, 
1, 171, 1, 1, 22.8857854775685, Accidental, 
1, 171, 1, 1, 22.8857854775685, Rx, 
1, 209, 1, 1, 30.212397658409, Lightning, 
1, 249, 1, 1, 25.0620470980617, Lightning, 
1, 254, 1, 1, 33.1310769561087, Accidental, 
1, 258, 1, 1, 23.5259129116193, Accidental, 
2, 43, 1, 1, 4.00263852643574, Lightning, 
2, 124, 1, 1, 9.30480718387645, Accidental, 
2, 133, 1, 1, 10.3976647068115, Rx, 
2, 134, 1, 1, 11.2754690290014, Rx, 
2, 135, 1, 1, 10.0257613113034, Rx, 
2, 137, 1, 1, 11.7322617031485, Rx, 
2, 140, 1, 1, 11.3546259304096, Rx, 
2, 141, 1, 1, 12.4141827927761, Rx, 
2, 143, 1, 1, 11.2039622439217, Rx, 
2, 144, 1, 1, 13.570846667892, Rx, 
2, 145, 1, 1, 13.4875163900977, Rx, 
2, 146, 1, 1, 14.1456067441153, Rx, 
2, 147, 1, 1, 14.1993902828457, Rx, 
2, 148, 1, 1, 14.4586445916039, Rx, 
2, 149, 1, 1, 14.6542643458521, Rx, 
2, 151, 1, 1, 12.8577210572597, Rx, 
2, 154, 1, 1, 14.8902225375084, Rx, 
2, 159, 1, 1, 16.1075513131042, Accidental, 
2, 174, 1, 1, 34.7234711942159, Lightning, 
2, 182, 1, 1, 36.8471041941356, Accidental, 
2, 208, 1, 1, 32.809533894336, Accidental, 
2, 253, 1, 1, 27.4888153374597, Lightning, 
2, 279, 1, 1, 28.2922392591114, Accidental, 
2, 344, 1, 1, 2.50317786235919, Lightning, 
3, 142, 1, 1, 10.8239519929091, Rx, 
3, 144, 1, 1, 10.2200542146501, Rx, 
3, 145, 1, 1, 11.1833601004908, Rx, 
3, 146, 1, 1, 12.7408207878838, Rx, 
3, 153, 1, 1, 16.6864782721004, Rx, 
3, 154, 1, 1, 13.6712799279404, Rx, 
3, 155, 1, 1, 18.100182314821, Rx, 
3, 156, 1, 1, 18.1110000234546, Rx, 
3, 159, 1, 1, 15.1258440735749, Rx, 
3, 160, 1, 1, 17.4178311190799, Rx, 
3, 161, 1, 1, 15.5260536410529, Rx, 
3, 162, 1, 1, 16.2211682450363, Rx, 
3, 166, 1, 1, 20.9713160918634, Accidental, 
3, 167, 1, 1, 19.7311951805975, Rx, 
3, 168, 1, 1, 17.0213552476276, Rx, 
3, 175, 1, 1, 18.9850606523629, Rx, 
3, 205, 1, 1, 35.2755366047689, Accidental, 
3, 211, 1, 1, 33.1914192913128, Lightning, 
3, 229, 1, 1, 19.3895629599291, Lightning, 
3, 256, 1, 1, 35.6051145098297, Accidental, 
3, 267, 1, 1, 40.5366099274989, Lightning, 
4, 116, 1, 1, 10.4413578736016, Rx, 
4, 118, 1, 1, 15.329358892933, Accidental, 
4, 120, 1, 1, 10.4159816043507, Rx, 
4, 122, 1, 1, 11.7633508574315, Rx, 
4, 123, 1, 1, 12.8869736751845, Rx, 
4, 126, 1, 1, 13.9549236829188, Rx, 
4, 127, 1, 1, 14.1467614856255, Rx, 
4, 128, 1, 1, 13.120955215634, Rx, 
4, 129, 1, 1, 10.6856147730924, Rx, 
4, 130, 1, 1, 11.0668211685159, Rx, 
4, 131, 1, 1, 12.3168396697552, Rx, 
4, 133, 1, 1, 15.0613612365788, Rx, 
4, 137, 1, 1, 14.8632558630906, Rx, 
4, 138, 1, 1, 16.0934554518486, Rx, 
4, 139, 1, 1, 18.0569604180865, Rx, 
4, 143, 1, 1, 20.6990118147871, Rx, 
4, 180, 1, 1, 23.1999186544552, Lightning, 
4, 183, 1, 1, 29.395319763856, Accidental, 
4, 223, 1, 1, 29.6846103952805, Lightning, 
4, 231, 1, 1, 27.2733489778128, Lightning, 
4, 248, 1, 1, 22.8826658513617, Accidental, 
4, 253, 1, 1, 33.0613391771693, Accidental, 
4, 258, 1, 1, 22.456669049101, Accidental, 
